tweet_id,text,class
"""1259207934782783489""","จ่ายค่าประกันแพงทำไม สมัครสมาชิกมีส่วนลด แนะนำเพื่อนต่อได้ค่าแนะนำเพิ่มอีก

รายละเอียด https://bit.ly/2xN8tBy 
#ประกันชีวิต #ประกันสุขภาพ #สมาชิก #724ensonhaber #ศรีกรุง #ส่วนลด #WhoAreYouEP3 #ผู้กองเบนซ์ #แฉนิติมข pic.twitter.com/vegUrUjsNu https://twitter.com/COVID1916947401/status/1259207641043091456/photo/1pic.twitter.com/AO985LBB8r pic.twitter.com/IhSggvfjnK",0
"""1259205482247409664""","กูกินข้าวตลอดค่ะ
ไม่ต้องเรียนกับมึง
#ผู้กองเบนซ์",0
"""1259204564273766400""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259204441984532480""","จ่ายค่าประกันแพงทำไม สมัครสมาชิกมีส่วนลด แนะนำเพื่อนต่อได้ค่าแนะนำเพิ่มอีก

https://bit.ly/2xN8tBy 
#ประกันชีวิต #ประกันสุขภาพ #สมาชิก #724ensonhaber #ศรีกรุง #ส่วนลด #WhoAreYouEP3 #ผู้กองเบนซ์ #แฉนิติมข pic.twitter.com/vegUrUjsNu",0
"""1259186010346254336""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259180100928458753""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259177365319544838""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259173377874341888""",แล้วหนูละน้องเบนซ์ทำอะไร ?? เห็นที่ทำก็คือ พูดๆๆๆและก็พูดหลอกเงินคนมาฟัง ?? พูดจบเขิญข้างนอกคร่า #ผู้กองเบนซ์,0
"""1259172294208831489""",หนูเบนซ์ พี่ว่าหนูนะเป็น ที่ไม่แสดงออกขึงขังสร้างแม้นแมน เพราะหนูกำลังนั่งทับจิตใต้สำนึกที่แท้ทรู ของตนเอง #ผู้กองเบนซ์,0
"""1259171222815793154""",ถ้าชีวิตเจอคนแบบนี้ พูดจาทำหน้าทำตารู้มากอะไรแบบนี้คือเดินหนีนะ  คนไรโคตรขี้โม้เลย ละพูดอยู่คนเดียวไม่มีคนขัด ก็พูดไป โม้ไปเรื่อย คิดว่าตัวเองพูดถูกทุกอย่างละ #ผู้กองเบนซ์,0
"""1259168835845754881""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259166754221195266""","𝑃𝑟𝑒𝑜𝑟𝑑𝑒𝑟 

สนใจสั่งซื้อทางDM เลยคร้าบบ
สินค้าเป็นสินค้าพรีอออเดอร์ รอของประมาณ10-15วันค่ะ
ปิดรอบวันที่15/5.
#โบว์ผูกผม #ยางมัดผม #กิ๊บติดผม #เครื่องสําอางเกาหลี #เครื่องประดับ #เครื่องเขียนน่ารัก #เครื่องประดับ #โบว์ #ที่คามผมเกาหลี #หน้ากากเมียงู #ผู้กองเบนซ์ https://twitter.com/yinyibo85/status/1257953272238727169 …",0
"""1259160211241095169""","ความจริงแล้วยศของผู้กองเบนซ์คือจ่า จ่าเหลือ อิแม่เย้ด
#ผู้กองเบนซ์",0
"""1259159699045314560""","พร้อมส่งหน้ากากอนามัยทุกแบรนด์
สนใจแอดไลน์ได้เลยค่า id: fahfiewww
#คั่นกูEP12 #ผู้กองเบนซ์ #วันอะไรกันครับเนี่ย #ราคาทองวันนี้ #หุ้น #dek63
#หน้ากากอนามัย #หน้ากากกันฝุ่น #หน้ากากpm25 #หน้ากากอนามัยญี่ปุ่น #แมส #โควิค19 #อยู่บ้าน #แมสปิดปาก #แมสราคาถูก #แมสพร้อมส่ง #แมส4ชั้นpic.twitter.com/ycPomhjRQt",0
"""1259131374302310401""","ผู้กองเบนซ์ ทำชาวเน็ตเดือดปรี๊ดอีกครั้ง หลังเล่าประสบการณ์ ""ผมเกือบเป็นตุ๊ด""
#ผู้กองเบนซ์
#แฉนิติมข
#แคปชั่น
#ไว้รีวิวห้ามขายของโว้ยยย
#Thailand
#coronavirus #COVID__19 #COVIDhttp://www.socialhot24.com/news107378.html?d=09052020&f=87337 …",0
"""1259130800513179650""","ผู้กองเบนซ์ ทำชาวเน็ตเดือดปรี๊ดอีกครั้ง หลังเล่าประสบการณ์ ""ผมเกือบเป็นตุ๊ด""
#ผู้กองเบนซ์
#Thailand
#TheWorldoftheMarried
#YouthWithYouEP18
#เชฟเจมส์จิ
#ไว้รีวิวห้ามขายของโว้ยยย
http://www.socialhot24.com/news107378.html?d=09052020&f=87337 …",0
"""1259130000051187714""","#ผู้กองเบนซ์ ทำชาวเน็ตเดือดปรี๊ดอีกครั้ง หลังเล่าประสบการณ์ ""ผมเกือบเป็นตุ๊ด""
#GulfKanawut #แฉนิติมข #รัฐบาลส้นตีน #ผู้กองเบนซ์ #TheWorldOfMarriedCouple #AWorldoftheMarriedCouple #ProduceCamp2020 #เชฟเจมส์จิ
http://www.socialhot24.com/news107378.html?d=09052020&f=87337 …",0
"""1259129043489828865""","#ผู้กองเบนซ์ ทำชาวเน็ตเดือดปรี๊ดอีกครั้ง หลังเล่าประสบการณ์ ""ผมเกือบเป็นตุ๊ด""
#ผู้กองเบนซ์
#7ครูชาติชั่ว
#เตี้ยมช
#COVIDー19
#โควิด19เราต้องรอด
#TheKingEternalMonarch
http://www.socialhot24.com/news107378.html?d=09052020&f=87337 …",0
"""1259119156969914370""","#ผู้กองเบนซ์ ทำชาวเน็ตเดือดปรี๊ดอีกครั้ง หลังเล่าประสบการณ์ ""ผมเกือบเป็นตุ๊ด""
http://www.socialhot24.com/news107378.html?d=09052020&f=87106 … #ผู้กองเบนซ์",0
"""1259105864864067584""","ขายไลฟ์โค้ชชม.ละ 35,000 คือเปิดจริงหรือแค่หยอกเล่น เฮ้ย 35,000 เอาไปหาความสุขในชีวิตเองไม่ดีกว่าเหรอ เท่าที่รู้จักเขามา การใช้ภาษาก็ไม่ได้แล้วนะ หลักความคิดบางอันก็ป่วย กล้าขายได้ไงวะ เออ แล้วถ้ามีคนซื้อนี่อยากรู้เลยว่าเป็นไงบ้าง บรรลุเป็นพระพุทธเจ้ามั้ย #ผู้กองเบนซ์",0
"""1259096630613041152""","#แผ่นกรองหน้ากากอนามัย  ขายเท  ขาดทุนแพคล่ะ 35 บาท 
 ป้องกันเชื้อไวรัส ฝุ่น PM 2.5 
 ใช้ร่วมกับหน้ากากทุกประเภท
#หน้ากากอนามัย #เตี้ยมช #พรีออเดอร์ #พร้อมส่ง #ผู้กองเบนซ์ #ShopeeTH
#แฉนิติมข #ทวงคืนไทน์จากสารวัตร
#น้องวินล้านฟลวแล้วค้าบหม่ามี๊pic.twitter.com/qhI2tdYUQP",0
"""1259095380420997121""",เราช่วยกันเอาคนพวกนี้ อย่าให้อยู่ในสังคมเลย เลิกติดตาม เลิกให้ความสนใจกับเค้า และถ้าเค้าออกมาขอโทษ ก็เลิกให้อภัยด้วยครับ #ผู้กองเบนซ์,0
"""1259085921472770048""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259085303114940418""",#ผู้กองเบนซ์  ประสาทแดกแล้ว ตัดภาพมาที่ตรุกี ... pic.twitter.com/yEx95lPOvZ,0
"""1259084144635609090""","#ควายเถอะ #ผู้กองเบนซ์ 
ไม่ใช่คนไม่เรียนนะ

คนที่จะโค้ชคนอื่นแล้วสร้างคาแรกเตอร์แบบนี้ ควายเถอะ (ไม่อยากใช้คำว่าควายเลย เพราะ ควายมันไม่ด้าวร้าว) https://twitter.com/queenblackspade/status/1258585028226777093 …",0
"""1259083151810281473""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259071122307506176""",กูไม่ได้ห่วงมงกูห่วงผู้ร่วมใช้ถนนคนอื่นๆ มึงจะตายก็ไปตายคนเดียวอย่ามาทำให้คนอื่นตายไปด้วย #ผู้กองเบนซ์,0
"""1259064352977465344""",เค้าเป็นใครวะ #ผู้กองเบนซ์,0
"""1259051048049598464""",ถ้ามึงยังสอนตัวเองไม่ได้อย่าสะเออะมาเป็นไลฟ์โค้ชค่าาจะอ้วก #ผู้กองเบนซ์,0
"""1259048949324804101""",เขาไม่ได้แนะนำสิ่งดีดี ทั้งเหยียดคนจน เหยียดเพศ ส่งต่อทัศนคติและความคิดที่ว่า homosexuality เป็นโรคติดต่อ ส่งต่อความคิด toxic masculinity เหยียดคนตั้งคำถามกับศาสนา เราต้องช่วยกันวิจารณ์ให้คนตั้งคำถามว่าสิ่งที่ #ผู้กองเบนซ์ เขานำเสนอมันส่งผลเสียต่อสังคมอย่างไร,0
"""1259046512559939584""",กูตอนเห็นแท็กนี้อีก #ผู้กองเบนซ์ pic.twitter.com/chgw1K1LsP,0
"""1259036324104777728""",อี #ผู้กองเบนซ์ นี่เหมือนคนพูดไปเรื่อยอะนึกไรออกก็พูดแต่ไม่คิดนะพูดออกมาเลย,0
"""1259036067153362945""",ยิ่งดูคลิปยิ่งหมั่นไส้วะ คนอะไรจะหลงตัวเองได้ขนาดนี้ #ผู้กองเบนซ์,0
"""1259022122501857280""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259018429870174208""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259017172812050432""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1259012088799739904""","ขนมปังกรอบค่ะ
รสเนยหนึบถุงละ 35 บาท

#Dek64 #เราไม่ทิ้งกัน #ทวิตคนรีน้อย #ผู้กองเบนซ์ #ตลาดออนไลน์ #ขายของออนไลน์ #ฝากรี #ขายขนม #ขนมปังกรอบเนยหนึบ #แม่ค้าออนไลน์ #ส่งต่อคสอ #การบินไทย #เมนูกักตัวchallengepic.twitter.com/6qwl3HGT3J",0
"""1259010016553472000""",มายเซ็ตห่วยแตกมากอะ ป่วยที่สุด ประมาทบนถนน กับเหยียดเพศไปในตัว แค่สองเรื่องนี้ ยังพูดว่าตัวเองให้คำแนะนำคนอื่นได้อีกหรอ #ผู้กองเบนซ์,0
"""1259008747050942464""",ทุเรศ #ผู้กองเบนซ์,0
"""1259003644596240384""",จิตไม่ดึงดูดอุบัติเหตุ อีสัสคนบ้าชัด ๆ 555555555555555555 #ผู้กองเบนซ์,0
"""1259002800937119745""",คุณพิจารณากันดีๆเขากำลังเตือนสติกำลังแนะนำสิ่งดีๆให้อย่างน้อยพวกคุณไม่ทำแต่พวกคุณก็ยังได้คิดไม่มีใครดีที่สุดเเม้กระทั่งตัวเราลองย้อนกลับไปดูสิ่งดีๆที่ผู้กองทำเพื่อสังคมเเล้วอีกอย่างถ้าไม่ชอบก็ไม่ต้องดูเเละไม่ต้องวิจารณ์ ยิ่งด่า ยิ่งดัง คนยิ่งฟังเเละติดตามนะครับ#ผู้กองเบนซ์,0
"""1258999215457308673""",มึงกล้าที่จะเป็นตำรวจเนาะอีควาย #ผู้กองเบนซ์ https://twitter.com/ijune4s/status/1258767967652732928 …,0
"""1258997959942946817""",ที่เทรนด์ละได้เป็นร้อยล้านอ่ะ ใครบ้างวะ กูอยากรู้ อยากถามพวกเขาว่า จริงหรอ ? หรือแค่อีบ้านี่มันมโนขึ้นมาเองให้คนซื้อคอร์ส #ผู้กองเบนซ์,0
"""1258996558189809666""",มึงอีกแล้วหรอ #ผู้กองเบนซ์,0
"""1258993864683122688""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1258991119997628421""",รับดูดวงโปรรายเดือน 59 โปรราย 2 เดือน 99 ( ไม่จำกัดคำถาม ) #ดูดวง #ดูดวงความรัก #ดูดวงไพ่ยิปซี #ดูดวงแม่นๆ #ดูดวงฟรี #แจกฟรีแค่รีฟอล #ผู้กองเบนซ์ #dek63 #แจกฟรีไม่รีได้ไง ดูให้ได้ทันทีเลยนะคะ ,0
"""1258981391003316224""",เห็นติดแท็กอีกรอบเลยเข้ามาดูแล้วตั้งคำถามเลย มึงอีกแล้วอ่อ #ผู้กองเบนซ์,0
"""1258975024423112705""",ต้องทำให้ได้ถ้าทำไม่ได้คุณมันกระจอก  งั้นเดี๋ยวตั้งเป้า จะเรียนคอส มึงฟรี แล้วยืมเงินมึงอีก 1 ล้าน ต้องทำให้ได้ มึงคิดว่าถ้ากูตั้งใจจริงๆจะทำสำเร็จมั้ย   #ผู้กองเบนซ์,0
"""1258972062166609920""",อิผู้กองเบนซ์เหมือนสร้างกระแสให้คนด่าอะ แต่กูรำคาญเหลือเกิน ขี้เกียจจะตามด่าแล้ว #ผู้กองเบนซ์,0
"""1258969609194987521""",#ผู้กองเบนซ์ ผู้กองหรือผู้ป่วย เอาดีๆกูเริ่มคิดมากแล้วเนี้ยว่ามึงไม่บ้าก็เมายา,0
"""1258967377456230400""",อย่าหาทำา!!!#ผู้กองเบนซ์  https://twitter.com/tonyon__/status/1258610783522447361 …,0
"""1258964005961392128""","เป็นคนที่สอนทำธุรกิจยันบริหารเมือง
#ผู้กองเบนซ์ https://twitter.com/msdanger1144/status/1258901952571691009 …",0
"""1258962987966070784""",คอมเม้นในยูทูปช่องส่องผี แม้งเทิดทูนบูชากันยกใหญ่ ไล่แม่งไปเรียนคอสมันทีเงียบเลย #ผู้กองเบนซ์ pic.twitter.com/zqXczUpv9G,0
"""1258961087799517184""",โตมาได้ไงด้วยการพูดจาและความคิดแบบนี้อ่ะ หมายถึงโตมาแบบมีชีวิตรอดจนถึงวันนี้ได้ไงอ่ะ ไม่โดนเตะปากตายก่อนว่ะ #ผู้กองเบนซ์,0
"""1258956654621519873""",ตอนปีแรกๆที่มาสอนก็ไม่ได้หยาบคายขนาดนี้นะ ตอนคอร์สแรกเป็นสอนสร้างสติ๊กเกอร์ไลน์อ่ะ คำพูดก็ดีอยู่ นี่เกิดอะไรขึ้นไม่ได้ติดตามนาน #ผู้กองเบนซ์,0
"""1258951995282472960""","หรือว่ามองอีกมุมผู้ชายคนนี้เขาป่วยมั๊ยอะ อาจทางจิตอะไรงี้ แบบคนจะได้สนใจหรือรู้สึกว่าตัวเองมีตัวตนในสังคม และแบบคำพูด ความคิด ไม่ค่อยเหมือนคนปกติเท่าไหร่
#ผู้กองเบนซ์",0
